linesolver
iteration 1: energy = 1350.988684 = 1350.988684, xb = 310.302010, voltage energy = 349.859243, gap = 1080.2439063640354107
iteration 2: energy = 399.013310 = 399.013310, xb = 339.606906, voltage energy = 336.048892, gap = 55.8483911986590442
iteration 3: energy = 353.866771 = 353.866771, xb = 357.943590, voltage energy = 366.812134, gap = 4.7917247783059338
iteration 4: energy = 350.953719 = 350.953719, xb = 350.699088, voltage energy = 350.705490, gap = 0.2610333962774689
iteration 5: energy = 350.754778 = 350.754778, xb = 350.586999, voltage energy = 350.435445, gap = 0.0162256815180513
iteration 6: energy = 350.743560 = 350.743560, xb = 350.728161, voltage energy = 350.713750, gap = 0.0009876904403541
iteration 7: energy = 350.742999 = 350.742999, xb = 350.736147, voltage energy = 350.729341, gap = 0.0000458562146264
iteration 8: energy = 350.742966 = 350.742966, xb = 350.743651, voltage energy = 350.744338, gap = 0.0000025420754923
iteration 9: energy = 350.742964 = 350.742964, xb = 350.742831, voltage energy = 350.742698, gap = 0.0000001888694783
iteration 10: energy = 350.742964 = 350.742964, xb = 350.742936, voltage energy = 350.742908, gap = 0.0000000090135472
linesolver
iteration 1: energy = 1350.988684 = 1350.988684, xb = 310.302010, voltage energy = 349.859243, gap = 1080.2439063640354107
iteration 2: energy = 399.013310 = 399.013310, xb = 339.606906, voltage energy = 336.048892, gap = 55.8483911986590442
iteration 3: energy = 353.866771 = 353.866771, xb = 357.943590, voltage energy = 366.812134, gap = 4.7917247783059338
iteration 4: energy = 350.953719 = 350.953719, xb = 350.699088, voltage energy = 350.705490, gap = 0.2610333962774689
iteration 5: energy = 350.754778 = 350.754778, xb = 350.586999, voltage energy = 350.435445, gap = 0.0162256815180513
iteration 6: energy = 350.743560 = 350.743560, xb = 350.728161, voltage energy = 350.713750, gap = 0.0009876904403541
iteration 7: energy = 350.742999 = 350.742999, xb = 350.736147, voltage energy = 350.729341, gap = 0.0000458562146264
iteration 8: energy = 350.742966 = 350.742966, xb = 350.743651, voltage energy = 350.744338, gap = 0.0000025420754923
