linesolver
iteration 1: energy = 678436.339483 = 678436.339483, xb = 156964.480987, voltage energy = 176745.280188, gap = 541252.6576963833067566
iteration 2: energy = 201545.871286 = 201545.871286, xb = 171618.785386, voltage energy = 169861.988249, gap = 28170.2887627945456188
iteration 3: energy = 178753.792304 = 178753.792304, xb = 180749.156545, voltage energy = 185171.491510, gap = 2426.9707237502443604
iteration 4: energy = 177272.643372 = 177272.643372, xb = 177140.734514, voltage energy = 177142.971316, gap = 134.1456595631025266
iteration 5: energy = 177171.019509 = 177171.019509, xb = 177085.316582, voltage energy = 177007.896976, gap = 8.2833199878805317
iteration 6: energy = 177165.307700 = 177165.307700, xb = 177157.733952, voltage energy = 177150.669327, gap = 0.5091236679872964
iteration 7: energy = 177165.021224 = 177165.021224, xb = 177161.562351, voltage energy = 177158.126908, gap = 0.0234288740903139
iteration 8: energy = 177165.004397 = 177165.004396, xb = 177165.375724, voltage energy = 177165.748334, gap = 0.0012816791422665
iteration 9: energy = 177165.003422 = 177165.003422, xb = 177164.938884, voltage energy = 177164.874442, gap = 0.0000949496170506
iteration 10: energy = 177165.003366 = 177165.003365, xb = 177164.991448, voltage energy = 177164.979536, gap = 0.0000045884517021
linesolver
iteration 1: energy = 678436.339483 = 678436.339483, xb = 156964.480987, voltage energy = 176745.280188, gap = 541252.6576963833067566
iteration 2: energy = 201545.871286 = 201545.871286, xb = 171618.785386, voltage energy = 169861.988249, gap = 28170.2887627945456188
iteration 3: energy = 178753.792304 = 178753.792304, xb = 180749.156545, voltage energy = 185171.491510, gap = 2426.9707237502443604
iteration 4: energy = 177272.643372 = 177272.643372, xb = 177140.734514, voltage energy = 177142.971316, gap = 134.1456595631025266
iteration 5: energy = 177171.019509 = 177171.019509, xb = 177085.316582, voltage energy = 177007.896976, gap = 8.2833199878805317
iteration 6: energy = 177165.307700 = 177165.307700, xb = 177157.733952, voltage energy = 177150.669327, gap = 0.5091236679872964
iteration 7: energy = 177165.021224 = 177165.021224, xb = 177161.562351, voltage energy = 177158.126908, gap = 0.0234288740903139
iteration 8: energy = 177165.004397 = 177165.004396, xb = 177165.375724, voltage energy = 177165.748334, gap = 0.0012816791422665
