linesolver
iteration 1: energy = 34439.912337 = 34439.912337, xb = 33500.366400, voltage energy = 34474.025778, gap = 1913.2053133523440920
iteration 2: energy = 33374.547006 = 33374.547006, xb = 33340.287664, voltage energy = 33375.393656, gap = 69.3653340745440801
iteration 3: energy = 33335.159740 = 33335.159740, xb = 33333.448240, voltage energy = 33334.727618, gap = 2.9908773201022996
iteration 4: energy = 33333.411804 = 33333.411804, xb = 33333.316406, voltage energy = 33333.265370, gap = 0.0443623177707195
iteration 5: energy = 33333.385710 = 33333.385710, xb = 33333.397600, voltage energy = 33333.410829, gap = 0.0013379394222284
iteration 6: energy = 33333.384936 = 33333.384936, xb = 33333.386973, voltage energy = 33333.389070, gap = 0.0000603167864028
iteration 7: energy = 33333.384903 = 33333.384902, xb = 33333.384373, voltage energy = 33333.383847, gap = 0.0000037568534026
iteration 8: energy = 33333.384900 = 33333.384900, xb = 33333.384679, voltage energy = 33333.384457, gap = 0.0000000970539986
iteration 9: energy = 33333.384900 = 33333.384900, xb = 33333.384903, voltage energy = 33333.384905, gap = -0.0000000264262781
iteration 10: energy = 33333.384900 = 33333.384900, xb = 33333.384900, voltage energy = 33333.384900, gap = -0.0000000287618604
linesolver
iteration 1: energy = 34439.912337 = 34439.912337, xb = 33500.366400, voltage energy = 34474.025778, gap = 1913.2053133523440920
iteration 2: energy = 33374.547006 = 33374.547006, xb = 33340.287664, voltage energy = 33375.393656, gap = 69.3653340745440801
iteration 3: energy = 33335.159740 = 33335.159740, xb = 33333.448240, voltage energy = 33334.727618, gap = 2.9908773201022996
iteration 4: energy = 33333.411804 = 33333.411804, xb = 33333.316406, voltage energy = 33333.265370, gap = 0.0443623177707195
iteration 5: energy = 33333.385710 = 33333.385710, xb = 33333.397600, voltage energy = 33333.410829, gap = 0.0013379394222284
iteration 6: energy = 33333.384936 = 33333.384936, xb = 33333.386973, voltage energy = 33333.389070, gap = 0.0000603167864028
iteration 7: energy = 33333.384903 = 33333.384902, xb = 33333.384373, voltage energy = 33333.383847, gap = 0.0000037568534026
iteration 8: energy = 33333.384900 = 33333.384900, xb = 33333.384679, voltage energy = 33333.384457, gap = 0.0000000970539986
iteration 9: energy = 33333.384900 = 33333.384900, xb = 33333.384903, voltage energy = 33333.384905, gap = -0.0000000264262781
iteration 10: energy = 33333.384900 = 33333.384900, xb = 33333.384900, voltage energy = 33333.384900, gap = -0.0000000287618604
linesolver
iteration 1: energy = 34439.912337 = 34439.912337, xb = 33500.366400, voltage energy = 34474.025778, gap = 1913.2053133523440920
iteration 2: energy = 33374.547006 = 33374.547006, xb = 33340.287664, voltage energy = 33375.393656, gap = 69.3653340745440801
iteration 3: energy = 33335.159740 = 33335.159740, xb = 33333.448240, voltage energy = 33334.727618, gap = 2.9908773201022996
iteration 4: energy = 33333.411804 = 33333.411804, xb = 33333.316406, voltage energy = 33333.265370, gap = 0.0443623177707195
iteration 5: energy = 33333.385710 = 33333.385710, xb = 33333.397600, voltage energy = 33333.410829, gap = 0.0013379394222284
iteration 6: energy = 33333.384936 = 33333.384936, xb = 33333.386973, voltage energy = 33333.389070, gap = 0.0000603167864028
iteration 7: energy = 33333.384903 = 33333.384902, xb = 33333.384373, voltage energy = 33333.383847, gap = 0.0000037568534026
iteration 8: energy = 33333.384900 = 33333.384900, xb = 33333.384679, voltage energy = 33333.384457, gap = 0.0000000970539986
iteration 9: energy = 33333.384900 = 33333.384900, xb = 33333.384903, voltage energy = 33333.384905, gap = -0.0000000264262781
iteration 10: energy = 33333.384900 = 33333.384900, xb = 33333.384900, voltage energy = 33333.384900, gap = -0.0000000287618604
linesolver
iteration 1: energy = 34439.912337 = 34439.912337, xb = 33500.366400, voltage energy = 34474.025778, gap = 1913.2053133523440920
iteration 2: energy = 33374.547006 = 33374.547006, xb = 33340.287664, voltage energy = 33375.393656, gap = 69.3653340745440801
iteration 3: energy = 33335.159740 = 33335.159740, xb = 33333.448240, voltage energy = 33334.727618, gap = 2.9908773201022996
iteration 4: energy = 33333.411804 = 33333.411804, xb = 33333.316406, voltage energy = 33333.265370, gap = 0.0443623177707195
iteration 5: energy = 33333.385710 = 33333.385710, xb = 33333.397600, voltage energy = 33333.410829, gap = 0.0013379394222284
iteration 6: energy = 33333.384936 = 33333.384936, xb = 33333.386973, voltage energy = 33333.389070, gap = 0.0000603167864028
iteration 7: energy = 33333.384903 = 33333.384902, xb = 33333.384373, voltage energy = 33333.383847, gap = 0.0000037568534026
iteration 8: energy = 33333.384900 = 33333.384900, xb = 33333.384679, voltage energy = 33333.384457, gap = 0.0000000970539986
iteration 9: energy = 33333.384900 = 33333.384900, xb = 33333.384903, voltage energy = 33333.384905, gap = -0.0000000264262781
iteration 10: energy = 33333.384900 = 33333.384900, xb = 33333.384900, voltage energy = 33333.384900, gap = -0.0000000287618604
linesolver
iteration 1: energy = 34439.912337 = 34439.912337, xb = 33500.366400, voltage energy = 34474.025778, gap = 1913.2053133523440920
iteration 2: energy = 33374.547006 = 33374.547006, xb = 33340.287664, voltage energy = 33375.393656, gap = 69.3653340745440801
iteration 3: energy = 33335.159740 = 33335.159740, xb = 33333.448240, voltage energy = 33334.727618, gap = 2.9908773201022996
iteration 4: energy = 33333.411804 = 33333.411804, xb = 33333.316406, voltage energy = 33333.265370, gap = 0.0443623177707195
iteration 5: energy = 33333.385710 = 33333.385710, xb = 33333.397600, voltage energy = 33333.410829, gap = 0.0013379394222284
iteration 6: energy = 33333.384936 = 33333.384936, xb = 33333.386973, voltage energy = 33333.389070, gap = 0.0000603167864028
iteration 7: energy = 33333.384903 = 33333.384902, xb = 33333.384373, voltage energy = 33333.383847, gap = 0.0000037568534026
iteration 8: energy = 33333.384900 = 33333.384900, xb = 33333.384679, voltage energy = 33333.384457, gap = 0.0000000970539986
iteration 9: energy = 33333.384900 = 33333.384900, xb = 33333.384903, voltage energy = 33333.384905, gap = -0.0000000264262781
iteration 10: energy = 33333.384900 = 33333.384900, xb = 33333.384900, voltage energy = 33333.384900, gap = -0.0000000287618604
linesolver
iteration 1: energy = 34439.912337 = 34439.912337, xb = 33500.366400, voltage energy = 34474.025778, gap = 1913.2053133523440920
iteration 2: energy = 33374.547006 = 33374.547006, xb = 33340.287664, voltage energy = 33375.393656, gap = 69.3653340745440801
iteration 3: energy = 33335.159740 = 33335.159740, xb = 33333.448240, voltage energy = 33334.727618, gap = 2.9908773201022996
iteration 4: energy = 33333.411804 = 33333.411804, xb = 33333.316406, voltage energy = 33333.265370, gap = 0.0443623177707195
iteration 5: energy = 33333.385710 = 33333.385710, xb = 33333.397600, voltage energy = 33333.410829, gap = 0.0013379394222284
iteration 6: energy = 33333.384936 = 33333.384936, xb = 33333.386973, voltage energy = 33333.389070, gap = 0.0000603167864028
iteration 7: energy = 33333.384903 = 33333.384902, xb = 33333.384373, voltage energy = 33333.383847, gap = 0.0000037568534026
iteration 8: energy = 33333.384900 = 33333.384900, xb = 33333.384679, voltage energy = 33333.384457, gap = 0.0000000970539986
iteration 9: energy = 33333.384900 = 33333.384900, xb = 33333.384903, voltage energy = 33333.384905, gap = -0.0000000264262781
iteration 10: energy = 33333.384900 = 33333.384900, xb = 33333.384900, voltage energy = 33333.384900, gap = -0.0000000287618604
linesolver
iteration 1: energy = 34439.912337 = 34439.912337, xb = 33500.366400, voltage energy = 34474.025778, gap = 1913.2053133523440920
iteration 2: energy = 33374.547006 = 33374.547006, xb = 33340.287664, voltage energy = 33375.393656, gap = 69.3653340745440801
iteration 3: energy = 33335.159740 = 33335.159740, xb = 33333.448240, voltage energy = 33334.727618, gap = 2.9908773201022996
