linesolver
iteration 1: energy = 6621818.327509 = 6621818.327519, xb = 1238693.578388, voltage energy = 4811283.579267, gap = 8955714.7500099129974842
iteration 2: energy = 2133379.988605 = 2133379.988615, xb = 1168283.555390, voltage energy = 1870866.250645, gap = 1667679.1284794143866748
iteration 3: energy = 1932111.292541 = 1932111.292551, xb = 1138225.074607, voltage energy = 1552250.125176, gap = 1207911.2685130755417049
iteration 4: energy = 1790205.973125 = 1790205.973135, xb = 1174869.350049, voltage energy = 2126037.338303, gap = 1566504.6113395758438855
iteration 5: energy = 1697417.367433 = 1697417.367443, xb = 1116653.745498, voltage energy = 1325792.026690, gap = 789901.9031372971367091
iteration 6: energy = 1633394.554103 = 1633394.554113, xb = 1103443.065467, voltage energy = 1253222.988665, gap = 679731.4118432328104973
iteration 7: energy = 1393202.402408 = 1393202.402418, xb = 1098782.396200, voltage energy = 1191419.704798, gap = 387057.3148165149614215
iteration 8: energy = 1362617.053794 = 1362617.053803, xb = 1096152.559078, voltage energy = 1193724.816881, gap = 364036.7525291941128671
iteration 9: energy = 1335825.693905 = 1335825.693915, xb = 1094122.213709, voltage energy = 1158359.034238, gap = 305940.3007338282186538
iteration 10: energy = 1239305.476607 = 1239305.476616, xb = 1089529.593977, voltage energy = 1159029.519343, gap = 219275.8080054626334459
iteration 11: energy = 1191749.708347 = 1191749.708356, xb = 1088873.619389, voltage energy = 1174521.449285, gap = 188523.9188637346960604
iteration 12: energy = 1164029.470028 = 1164029.470037, xb = 1087247.583079, voltage energy = 1112171.543486, gap = 101705.8473660526797175
iteration 13: energy = 1145831.492082 = 1145831.492091, xb = 1098554.228065, voltage energy = 1146065.331864, gap = 94788.3678250310476869
iteration 14: energy = 1137139.401001 = 1137139.401011, xb = 1084797.643145, voltage energy = 1111269.044459, gap = 78813.1591786369681358
iteration 15: energy = 1131477.296498 = 1131477.296508, xb = 1083797.811429, voltage energy = 1094744.545309, gap = 58626.2189578968100250
iteration 16: energy = 1125615.498034 = 1125615.498043, xb = 1083055.194559, voltage energy = 1090212.250011, gap = 49717.3589372443966568
iteration 17: energy = 1103654.357703 = 1103654.357712, xb = 1082212.264079, voltage energy = 1089368.311307, gap = 28598.1408599128481001
iteration 18: energy = 1101598.907428 = 1101598.907438, xb = 1081665.109180, voltage energy = 1087308.560090, gap = 25577.2491677096113563
iteration 19: energy = 1097100.002219 = 1097100.002228, xb = 1081243.285445, voltage energy = 1089607.487422, gap = 24220.9187607851345092
iteration 20: energy = 1092146.744081 = 1092146.744091, xb = 1080746.011244, voltage energy = 1084161.243611, gap = 14815.9652128808666021
iteration 21: energy = 1090193.433959 = 1090193.433968, xb = 1081027.646816, voltage energy = 1084201.090248, gap = 12339.2305833869613707
iteration 22: energy = 1088899.505696 = 1088899.505705, xb = 1080148.020611, voltage energy = 1082361.630074, gap = 10965.0945561879780143
iteration 23: energy = 1088214.208336 = 1088214.208345, xb = 1081575.237654, voltage energy = 1086131.595964, gap = 11195.3290019559208304
iteration 24: energy = 1087784.823804 = 1087784.823814, xb = 1080616.154527, voltage energy = 1082013.720791, gap = 8566.2355502254795283
iteration 25: energy = 1087444.093195 = 1087444.093204, xb = 1080420.815820, voltage energy = 1081518.112746, gap = 8120.5743102156557143
iteration 26: energy = 1087220.539605 = 1087220.539614, xb = 1080015.770888, voltage energy = 1081394.787298, gap = 8583.7851355667226017
iteration 27: energy = 1086369.052718 = 1086369.052727, xb = 1080300.091959, voltage energy = 1081130.190629, gap = 6899.0594376982189715
iteration 28: energy = 1086164.149014 = 1086164.149023, xb = 1080103.277072, voltage energy = 1080741.510460, gap = 6699.1053394249174744
iteration 29: energy = 1085961.310182 = 1085961.310191, xb = 1080239.834568, voltage energy = 1081231.417505, gap = 6713.0585594309959561
iteration 30: energy = 1085895.648632 = 1085895.648641, xb = 1080074.862658, voltage energy = 1080570.358410, gap = 6316.2817346071824431
