linesolver 4.710132e-07 600000 0.240 0.060
linesolver 4.710132e-07 600000 0.260 0.070
linesolver 4.710132e-07 600000 0.260 0.070
linesolver 4.710132e-07 600000 0.260 0.070
linesolver 4.710132e-07 600000 0.250 0.070
linesolver 4.710132e-07 600000 0.240 0.060
linesolver 4.710132e-07 600000 0.250 0.070
linesolver 4.710132e-07 600000 0.260 0.070
linesolver 4.710132e-07 600000 0.240 0.060
linesolver 4.710132e-07 600000 0.240 0.060
treesolver 4.710132e-07 600000 0.380 0.060
treesolver 4.710132e-07 600000 0.380 0.060
treesolver 4.710132e-07 600000 0.390 0.070
treesolver 4.710132e-07 600000 0.370 0.070
treesolver 4.710132e-07 600000 0.380 0.070
treesolver 4.710132e-07 600000 0.380 0.070
treesolver 4.710132e-07 600000 0.380 0.060
treesolver 4.710132e-07 600000 0.370 0.060
treesolver 4.710132e-07 600000 0.380 0.070
treesolver 4.710132e-07 600000 0.380 0.060
reclinesolver 3.126168e-06 400000 0.230 0.050
reclinesolver 3.126168e-06 400000 0.250 0.050
reclinesolver 3.126168e-06 400000 0.250 0.060
reclinesolver 3.126168e-06 400000 0.250 0.040
reclinesolver 3.126168e-06 400000 0.230 0.040
reclinesolver 3.126168e-06 400000 0.250 0.040
reclinesolver 3.126168e-06 400000 0.240 0.060
reclinesolver 3.126168e-06 400000 0.250 0.050
reclinesolver 3.126168e-06 400000 0.240 0.050
reclinesolver 3.126168e-06 400000 0.240 0.030
rectreesolver 3.126168e-06 450000 0.620 0.090
rectreesolver 3.126168e-06 450000 0.630 0.090
rectreesolver 3.126168e-06 450000 0.620 0.080
rectreesolver 3.126168e-06 450000 0.610 0.080
rectreesolver 3.126168e-06 450000 0.620 0.090
rectreesolver 3.126168e-06 450000 0.620 0.090
rectreesolver 3.126168e-06 450000 0.610 0.080
rectreesolver 3.126168e-06 450000 0.620 0.090
rectreesolver 3.126168e-06 450000 0.610 0.080
rectreesolver 3.126168e-06 450000 0.620 0.090
