linesolver
iteration 1: energy = 831013.091391 = 831013.091391, xb = 830948.093122, voltage energy = 848799.306154, gap = 17916.2112997667863965
iteration 2: energy = 821530.919174 = 821530.919174, xb = 822483.836274, voltage energy = 827043.296703, gap = 3606.5433292650850490
iteration 3: energy = 819608.082591 = 819608.082591, xb = 820135.195151, voltage energy = 821371.324509, gap = 709.0167986809974536
iteration 4: energy = 819234.245615 = 819234.245615, xb = 819456.004236, voltage energy = 819831.384072, gap = 153.6212147977203131
iteration 5: energy = 819149.273215 = 819149.273216, xb = 819223.337852, voltage energy = 819332.174828, gap = 34.7723395035136491
iteration 6: energy = 819129.068750 = 819129.068750, xb = 819157.801545, voltage energy = 819193.948016, gap = 7.4136753849452361
iteration 7: energy = 819125.162065 = 819125.162065, xb = 819136.260074, voltage energy = 819149.048860, gap = 1.6907768027158454
iteration 8: energy = 819124.166842 = 819124.166842, xb = 819127.087977, voltage energy = 819130.399135, gap = 0.3900243937969208
iteration 9: energy = 819123.956355 = 819123.956355, xb = 819124.890113, voltage energy = 819125.928182, gap = 0.1043104452546686
iteration 10: energy = 819123.898260 = 819123.898260, xb = 819124.108810, voltage energy = 819124.341576, gap = 0.0222166730090976
iteration 11: energy = 819123.885315 = 819123.885314, xb = 819124.008836, voltage energy = 819124.137290, gap = 0.0049327784217894
iteration 12: energy = 819123.882715 = 819123.882715, xb = 819123.932012, voltage energy = 819123.982428, gap = 0.0011194905964658
linesolver
iteration 1: energy = 831013.091391 = 831013.091391, xb = 830948.093122, voltage energy = 848799.306154, gap = 17916.2112997667863965
iteration 2: energy = 821530.919174 = 821530.919174, xb = 822483.836274, voltage energy = 827043.296703, gap = 3606.5433292650850490
iteration 3: energy = 819608.082591 = 819608.082591, xb = 820135.195151, voltage energy = 821371.324509, gap = 709.0167986809974536
iteration 4: energy = 819234.245615 = 819234.245615, xb = 819456.004236, voltage energy = 819831.384072, gap = 153.6212147977203131
iteration 5: energy = 819149.273215 = 819149.273216, xb = 819223.337852, voltage energy = 819332.174828, gap = 34.7723395035136491
iteration 6: energy = 819129.068750 = 819129.068750, xb = 819157.801545, voltage energy = 819193.948016, gap = 7.4136753849452361
iteration 7: energy = 819125.162065 = 819125.162065, xb = 819136.260074, voltage energy = 819149.048860, gap = 1.6907768027158454
iteration 8: energy = 819124.166842 = 819124.166842, xb = 819127.087977, voltage energy = 819130.399135, gap = 0.3900243937969208
iteration 9: energy = 819123.956355 = 819123.956355, xb = 819124.890113, voltage energy = 819125.928182, gap = 0.1043104452546686
iteration 10: energy = 819123.898260 = 819123.898260, xb = 819124.108810, voltage energy = 819124.341576, gap = 0.0222166730090976
iteration 11: energy = 819123.885315 = 819123.885314, xb = 819124.008836, voltage energy = 819124.137290, gap = 0.0049327784217894
iteration 12: energy = 819123.882715 = 819123.882715, xb = 819123.932012, voltage energy = 819123.982428, gap = 0.0011194905964658
linesolver
iteration 1: energy = 831013.091391 = 831013.091391, xb = 830948.093122, voltage energy = 848799.306154, gap = 17916.2112997667863965
iteration 2: energy = 821530.919174 = 821530.919174, xb = 822483.836274, voltage energy = 827043.296703, gap = 3606.5433292650850490
iteration 3: energy = 819608.082591 = 819608.082591, xb = 820135.195151, voltage energy = 821371.324509, gap = 709.0167986809974536
iteration 4: energy = 819234.245615 = 819234.245615, xb = 819456.004236, voltage energy = 819831.384072, gap = 153.6212147977203131
iteration 5: energy = 819149.273215 = 819149.273216, xb = 819223.337852, voltage energy = 819332.174828, gap = 34.7723395035136491
iteration 6: energy = 819129.068750 = 819129.068750, xb = 819157.801545, voltage energy = 819193.948016, gap = 7.4136753849452361
iteration 7: energy = 819125.162065 = 819125.162065, xb = 819136.260074, voltage energy = 819149.048860, gap = 1.6907768027158454
iteration 8: energy = 819124.166842 = 819124.166842, xb = 819127.087977, voltage energy = 819130.399135, gap = 0.3900243937969208
iteration 9: energy = 819123.956355 = 819123.956355, xb = 819124.890113, voltage energy = 819125.928182, gap = 0.1043104452546686
iteration 10: energy = 819123.898260 = 819123.898260, xb = 819124.108810, voltage energy = 819124.341576, gap = 0.0222166730090976
iteration 11: energy = 819123.885315 = 819123.885314, xb = 819124.008836, voltage energy = 819124.137290, gap = 0.0049327784217894
iteration 12: energy = 819123.882715 = 819123.882715, xb = 819123.932012, voltage energy = 819123.982428, gap = 0.0011194905964658
linesolver
iteration 1: energy = 831013.091391 = 831013.091391, xb = 830948.093122, voltage energy = 848799.306154, gap = 17916.2112997667863965
iteration 2: energy = 821530.919174 = 821530.919174, xb = 822483.836274, voltage energy = 827043.296703, gap = 3606.5433292650850490
iteration 3: energy = 819608.082591 = 819608.082591, xb = 820135.195151, voltage energy = 821371.324509, gap = 709.0167986809974536
iteration 4: energy = 819234.245615 = 819234.245615, xb = 819456.004236, voltage energy = 819831.384072, gap = 153.6212147977203131
iteration 5: energy = 819149.273215 = 819149.273216, xb = 819223.337852, voltage energy = 819332.174828, gap = 34.7723395035136491
iteration 6: energy = 819129.068750 = 819129.068750, xb = 819157.801545, voltage energy = 819193.948016, gap = 7.4136753849452361
iteration 7: energy = 819125.162065 = 819125.162065, xb = 819136.260074, voltage energy = 819149.048860, gap = 1.6907768027158454
iteration 8: energy = 819124.166842 = 819124.166842, xb = 819127.087977, voltage energy = 819130.399135, gap = 0.3900243937969208
iteration 9: energy = 819123.956355 = 819123.956355, xb = 819124.890113, voltage energy = 819125.928182, gap = 0.1043104452546686
iteration 10: energy = 819123.898260 = 819123.898260, xb = 819124.108810, voltage energy = 819124.341576, gap = 0.0222166730090976
iteration 11: energy = 819123.885315 = 819123.885314, xb = 819124.008836, voltage energy = 819124.137290, gap = 0.0049327784217894
iteration 12: energy = 819123.882715 = 819123.882715, xb = 819123.932012, voltage energy = 819123.982428, gap = 0.0011194905964658
linesolver
iteration 1: energy = 831013.091391 = 831013.091391, xb = 830948.093122, voltage energy = 848799.306154, gap = 17916.2112997667863965
iteration 2: energy = 821530.919174 = 821530.919174, xb = 822483.836274, voltage energy = 827043.296703, gap = 3606.5433292650850490
iteration 3: energy = 819608.082591 = 819608.082591, xb = 820135.195151, voltage energy = 821371.324509, gap = 709.0167986809974536
iteration 4: energy = 819234.245615 = 819234.245615, xb = 819456.004236, voltage energy = 819831.384072, gap = 153.6212147977203131
iteration 5: energy = 819149.273215 = 819149.273216, xb = 819223.337852, voltage energy = 819332.174828, gap = 34.7723395035136491
iteration 6: energy = 819129.068750 = 819129.068750, xb = 819157.801545, voltage energy = 819193.948016, gap = 7.4136753849452361
