linesolver
iteration 1: energy = 13103003.792588 = 13103003.792585, xb = 114559.519816, voltage energy = 814178.273042, gap = 13688063.0259948261082172
iteration 2: energy = 5989338.400078 = 5989338.400074, xb = 99727.633819, voltage energy = 262653.248454, gap = 6052536.3808890869840980
iteration 3: energy = 4268522.806874 = 4268522.806869, xb = 90578.433525, voltage energy = 157958.344641, gap = 4245324.2844589175656438
iteration 4: energy = 3216927.892031 = 3216927.892026, xb = 88140.043610, voltage energy = 1227437.595637, gap = 4268085.4004436135292053
iteration 5: energy = 1492297.190690 = 1492297.190685, xb = 89675.128107, voltage energy = 117211.200215, gap = 1430158.1346855717711151
iteration 6: energy = 744505.350741 = 744505.350736, xb = 87831.057192, voltage energy = 146173.876638, gap = 715017.1129893499892205
iteration 7: energy = 527733.787499 = 527733.787494, xb = 89712.633637, voltage energy = 101452.058536, gap = 449760.5787548443186097
iteration 8: energy = 344507.751809 = 344507.751804, xb = 87906.366325, voltage energy = 94539.995971, gap = 263235.0151241277344525
iteration 9: energy = 196507.640085 = 196507.640080, xb = 89068.756040, voltage energy = 93075.149857, gap = 111445.2778569396468811
iteration 10: energy = 147586.352067 = 147586.352061, xb = 88007.413314, voltage energy = 96239.806420, gap = 67811.3318530329415808
iteration 11: energy = 122228.017456 = 122228.017451, xb = 88214.863073, voltage energy = 90508.675665, gap = 36306.9669692199095152
iteration 12: energy = 109687.295763 = 109687.295758, xb = 88185.906391, voltage energy = 88860.656842, gap = 22176.1398173088527983
iteration 13: energy = 102903.945362 = 102903.945357, xb = 88278.922075, voltage energy = 88616.673463, gap = 14962.7746691067150095
iteration 14: energy = 97480.016658 = 97480.016653, xb = 88347.670621, voltage energy = 88823.434490, gap = 9608.1099008543678792
iteration 15: energy = 93524.298270 = 93524.298265, xb = 88141.248095, voltage energy = 88381.494795, gap = 5623.2968698135518935
iteration 16: energy = 91735.617891 = 91735.617886, xb = 88195.675233, voltage energy = 88258.902185, gap = 3603.1696047076547984
iteration 17: energy = 90668.632627 = 90668.632622, xb = 88197.857953, voltage energy = 88246.123820, gap = 2519.0405346813495271
iteration 18: energy = 89574.019464 = 89574.019458, xb = 88220.210557, voltage energy = 88280.195702, gap = 1413.7940468299930217
iteration 19: energy = 89305.648703 = 89305.648698, xb = 88165.684638, voltage energy = 88170.535948, gap = 1144.8153698361420538
iteration 20: energy = 88634.129687 = 88634.129682, xb = 88167.480764, voltage energy = 88170.239689, gap = 469.4078438015567372
iteration 21: energy = 88552.994136 = 88552.994130, xb = 88183.021229, voltage energy = 88182.090628, gap = 369.0423013411345892
iteration 22: energy = 88511.272421 = 88511.272415, xb = 88184.417172, voltage energy = 88191.804218, gap = 334.2422887489083223
iteration 23: energy = 88402.512808 = 88402.512803, xb = 88175.916844, voltage energy = 88174.267948, gap = 224.9470633578021079
iteration 24: energy = 88315.576252 = 88315.576246, xb = 88182.029870, voltage energy = 88175.864194, gap = 127.3807005612034118
iteration 25: energy = 88291.038337 = 88291.038332, xb = 88197.244034, voltage energy = 88205.086627, gap = 101.6368925517745083
iteration 26: energy = 88219.537059 = 88219.537054, xb = 88185.639597, voltage energy = 88180.900271, gap = 29.1581306407169905
iteration 27: energy = 88203.569248 = 88203.569243, xb = 88203.618331, voltage energy = 88218.593219, gap = 14.9257995780208148
iteration 28: energy = 88199.011636 = 88199.011631, xb = 88186.891782, voltage energy = 88183.738031, gap = 8.9660986532690004
iteration 29: energy = 88195.531219 = 88195.531214, xb = 88193.242269, voltage energy = 88195.804898, gap = 4.8515743369935080
iteration 30: energy = 88193.067012 = 88193.067006, xb = 88190.937943, voltage energy = 88191.158499, gap = 2.3496185139956651
iteration 31: energy = 88191.951841 = 88191.951836, xb = 88192.129300, voltage energy = 88193.547618, gap = 1.2408540860924404
iteration 32: energy = 88191.503707 = 88191.503701, xb = 88191.171508, voltage energy = 88191.641507, gap = 0.8021916317375144
iteration 33: energy = 88191.259403 = 88191.259397, xb = 88189.391072, voltage energy = 88188.076956, gap = 0.5542094412521692
iteration 34: energy = 88191.050631 = 88191.050625, xb = 88192.335128, voltage energy = 88193.906092, gap = 0.2864606731891399
iteration 35: energy = 88190.968158 = 88190.968152, xb = 88188.713561, voltage energy = 88186.644621, gap = 0.1856507790507749
iteration 36: energy = 88190.910337 = 88190.910330, xb = 88190.295777, voltage energy = 88189.784434, gap = 0.1032110688393004
iteration 37: energy = 88190.882973 = 88190.882966, xb = 88190.142346, voltage energy = 88189.480074, gap = 0.0783483418781543
iteration 38: energy = 88190.869282 = 88190.869274, xb = 88190.254214, voltage energy = 88189.699666, gap = 0.0605108903837390
iteration 39: energy = 88190.836281 = 88190.836272, xb = 88190.543547, voltage energy = 88190.280345, gap = 0.0295224018191220
iteration 40: energy = 88190.826735 = 88190.826724, xb = 88189.806686, voltage energy = 88188.802581, gap = 0.0159336986689596
iteration 41: energy = 88190.819380 = 88190.819369, xb = 88190.479319, voltage energy = 88190.147622, gap = 0.0083526444359450
iteration 42: energy = 88190.816840 = 88190.816826, xb = 88190.762915, voltage energy = 88190.714444, gap = 0.0054399174696300
iteration 43: energy = 88190.814765 = 88190.814750, xb = 88190.716075, voltage energy = 88190.620999, gap = 0.0035988704476040
iteration 44: energy = 88190.813571 = 88190.813553, xb = 88190.815947, voltage energy = 88190.820385, gap = 0.0020436297345441
iteration 45: energy = 88190.813095 = 88190.813074, xb = 88190.817157, voltage energy = 88190.822861, gap = 0.0016203690465773
iteration 46: energy = 88190.812210 = 88190.812185, xb = 88190.657166, voltage energy = 88190.502789, gap = 0.0006427577609429
iteration 47: energy = 88190.811965 = 88190.811938, xb = 88190.849966, voltage energy = 88190.888522, gap = 0.0005284143553581
iteration 48: energy = 88190.811872 = 88190.811841, xb = 88190.800370, voltage energy = 88190.789215, gap = 0.0003154463483952
iteration 49: energy = 88190.811771 = 88190.811737, xb = 88190.751618, voltage energy = 88190.691689, gap = 0.0001891295833047
iteration 50: energy = 88190.811744 = 88190.811708, xb = 88190.792461, voltage energy = 88190.773353, gap = 0.0001391978294123
iteration 51: energy = 88190.811727 = 88190.811689, xb = 88190.801388, voltage energy = 88190.791207, gap = 0.0001192889758386
iteration 52: energy = 88190.811690 = 88190.811651, xb = 88190.649266, voltage energy = 88190.487351, gap = 0.0004699455748778
iteration 53: energy = 88190.811682 = 88190.811641, xb = 88190.814360, voltage energy = 88190.817149, gap = 0.0000696537317708
iteration 54: energy = 88190.811638 = 88190.811596, xb = 88190.770291, voltage energy = 88190.729009, gap = 0.0000236204359680
iteration 55: energy = 88190.811628 = 88190.811587, xb = 88190.808170, voltage energy = 88190.804767, gap = 0.0000135165319080
iteration 56: energy = 88190.811623 = 88190.811580, xb = 88190.876302, voltage energy = 88190.941031, gap = 0.0000085976789705
iteration 57: energy = 88190.811620 = 88190.811577, xb = 88190.793085, voltage energy = 88190.774596, gap = 0.0000031498348108
