linesolver 5.592258e-06 89267508 83.280 24.790
linesolver 5.592258e-06 89267508 82.060 24.270
linesolver 5.592258e-06 89267508 83.980 24.360
linesolver 5.592258e-06 89267508 82.640 24.300
linesolver 5.592258e-06 89267508 82.700 24.380
linesolver 5.592258e-06 89267508 82.480 24.310
linesolver 5.592258e-06 89267508 82.570 24.360
linesolver 5.592258e-06 89267508 82.620 24.350
linesolver 5.592258e-06 89267508 83.900 24.570
linesolver 5.592258e-06 89267508 82.410 23.790
treesolver 5.592258e-06 89267508 157.210 24.240
treesolver 5.592258e-06 89267508 157.100 24.190
treesolver 5.592258e-06 89267508 157.200 24.170
treesolver 5.592258e-06 89267508 160.130 24.240
treesolver 5.592258e-06 89267508 157.120 24.170
treesolver 5.592258e-06 89267508 157.370 24.210
treesolver 5.592258e-06 89267508 157.140 24.170
treesolver 5.592258e-06 89267508 157.210 24.190
treesolver 5.592258e-06 89267508 157.230 24.200
treesolver 5.592258e-06 89267508 157.120 24.190
reclinesolver 9.456028e-06 85386312 97.310 27.220
reclinesolver 9.456028e-06 85386312 99.000 27.260
reclinesolver 9.456028e-06 85386312 97.530 27.410
reclinesolver 9.456028e-06 85386312 97.390 27.240
reclinesolver 9.456028e-06 85386312 97.410 27.320
reclinesolver 9.456028e-06 85386312 97.410 27.270
reclinesolver 9.456028e-06 85386312 97.440 27.300
reclinesolver 9.456028e-06 85386312 99.550 27.440
reclinesolver 9.456028e-06 85386312 97.490 27.370
reclinesolver 9.456028e-06 85386312 97.480 27.320
rectreesolver 9.456028e-06 86356611 295.200 54.000
rectreesolver 9.456028e-06 86356611 294.730 53.960
rectreesolver 9.456028e-06 86356611 295.020 53.950
rectreesolver 9.456028e-06 86356611 295.140 53.990
rectreesolver 9.456028e-06 86356611 294.860 53.970
rectreesolver 9.456028e-06 86356611 294.370 53.950
rectreesolver 9.456028e-06 86356611 295.130 54.420
rectreesolver 9.456028e-06 86356611 295.240 54.120
rectreesolver 9.456028e-06 86356611 295.070 53.990
rectreesolver 9.456028e-06 86356611 297.400 54.770
