linesolver
iteration 1: energy = 18588.520042 = 18588.520042, xb = 999.438726, voltage energy = 4689.524551, gap = 21279.1671399827610003
iteration 2: energy = 2965.216188 = 2965.216188, xb = 1067.939774, voltage energy = 1301.794999, gap = 2131.1316384350429871
iteration 3: energy = 1198.664095 = 1198.664095, xb = 1083.965233, voltage energy = 1103.790318, gap = 134.5239470547874134
iteration 4: energy = 1087.546265 = 1087.546265, xb = 1078.678114, voltage energy = 1076.775942, gap = 6.9659778515192556
iteration 5: energy = 1082.015461 = 1082.015461, xb = 1082.026615, voltage energy = 1082.521536, gap = 0.4837675708220104
iteration 6: energy = 1081.692731 = 1081.692731, xb = 1081.689755, voltage energy = 1081.718313, gap = 0.0315350422206393
iteration 7: energy = 1081.671239 = 1081.671239, xb = 1081.679589, voltage energy = 1081.689809, gap = 0.0018698051937918
iteration 8: energy = 1081.669791 = 1081.669791, xb = 1081.672962, voltage energy = 1081.676284, gap = 0.0001518057079011
iteration 9: energy = 1081.669692 = 1081.669692, xb = 1081.671415, voltage energy = 1081.673146, gap = 0.0000080193722169
iteration 10: energy = 1081.669686 = 1081.669686, xb = 1081.669766, voltage energy = 1081.669847, gap = 0.0000005022252481
iteration 11: energy = 1081.669686 = 1081.669686, xb = 1081.669737, voltage energy = 1081.669788, gap = 0.0000000350248683
linesolver
iteration 1: energy = 18588.520042 = 18588.520042, xb = 999.438726, voltage energy = 4689.524551, gap = 21279.1671399827610003
iteration 2: energy = 2965.216188 = 2965.216188, xb = 1067.939774, voltage energy = 1301.794999, gap = 2131.1316384350429871
iteration 3: energy = 1198.664095 = 1198.664095, xb = 1083.965233, voltage energy = 1103.790318, gap = 134.5239470547874134
iteration 4: energy = 1087.546265 = 1087.546265, xb = 1078.678114, voltage energy = 1076.775942, gap = 6.9659778515192556
iteration 5: energy = 1082.015461 = 1082.015461, xb = 1082.026615, voltage energy = 1082.521536, gap = 0.4837675708220104
iteration 6: energy = 1081.692731 = 1081.692731, xb = 1081.689755, voltage energy = 1081.718313, gap = 0.0315350422206393
iteration 7: energy = 1081.671239 = 1081.671239, xb = 1081.679589, voltage energy = 1081.689809, gap = 0.0018698051937918
iteration 8: energy = 1081.669791 = 1081.669791, xb = 1081.672962, voltage energy = 1081.676284, gap = 0.0001518057079011
iteration 9: energy = 1081.669692 = 1081.669692, xb = 1081.671415, voltage energy = 1081.673146, gap = 0.0000080193722169
iteration 10: energy = 1081.669686 = 1081.669686, xb = 1081.669766, voltage energy = 1081.669847, gap = 0.0000005022252481
iteration 11: energy = 1081.669686 = 1081.669686, xb = 1081.669737, voltage energy = 1081.669788, gap = 0.0000000350248683
linesolver
iteration 1: energy = 18588.520042 = 18588.520042, xb = 999.438726, voltage energy = 4689.524551, gap = 21279.1671399827610003
iteration 2: energy = 2965.216188 = 2965.216188, xb = 1067.939774, voltage energy = 1301.794999, gap = 2131.1316384350429871
iteration 3: energy = 1198.664095 = 1198.664095, xb = 1083.965233, voltage energy = 1103.790318, gap = 134.5239470547874134
iteration 4: energy = 1087.546265 = 1087.546265, xb = 1078.678114, voltage energy = 1076.775942, gap = 6.9659778515192556
iteration 5: energy = 1082.015461 = 1082.015461, xb = 1082.026615, voltage energy = 1082.521536, gap = 0.4837675708220104
iteration 6: energy = 1081.692731 = 1081.692731, xb = 1081.689755, voltage energy = 1081.718313, gap = 0.0315350422206393
iteration 7: energy = 1081.671239 = 1081.671239, xb = 1081.679589, voltage energy = 1081.689809, gap = 0.0018698051937918
iteration 8: energy = 1081.669791 = 1081.669791, xb = 1081.672962, voltage energy = 1081.676284, gap = 0.0001518057079011
iteration 9: energy = 1081.669692 = 1081.669692, xb = 1081.671415, voltage energy = 1081.673146, gap = 0.0000080193722169
iteration 10: energy = 1081.669686 = 1081.669686, xb = 1081.669766, voltage energy = 1081.669847, gap = 0.0000005022252481
iteration 11: energy = 1081.669686 = 1081.669686, xb = 1081.669737, voltage energy = 1081.669788, gap = 0.0000000350248683
linesolver
iteration 1: energy = 18588.520042 = 18588.520042, xb = 999.438726, voltage energy = 4689.524551, gap = 21279.1671399827610003
iteration 2: energy = 2965.216188 = 2965.216188, xb = 1067.939774, voltage energy = 1301.794999, gap = 2131.1316384350429871
