linesolver
iteration 1: energy = 62376.079175 = 62376.079175, xb = 62094.943595, voltage energy = 62261.150113, gap = 447.3420991189341294
iteration 2: energy = 62296.313274 = 62296.313274, xb = 62094.073006, voltage energy = 62100.619157, gap = 208.7864186093647731
iteration 3: energy = 62172.457210 = 62172.457210, xb = 62093.920424, voltage energy = 62099.049551, gap = 83.6659128093378968
iteration 4: energy = 62130.055737 = 62130.055737, xb = 62093.717345, voltage energy = 62114.522578, gap = 57.1436259783222340
iteration 5: energy = 62107.994914 = 62107.994914, xb = 62093.555177, voltage energy = 62094.781168, gap = 15.6657281155203236
iteration 6: energy = 62101.356008 = 62101.356008, xb = 62093.481313, voltage energy = 62094.181944, gap = 8.5753257187971030
iteration 7: energy = 62097.838399 = 62097.838399, xb = 62093.418161, voltage energy = 62093.782400, gap = 4.7844762444656226
iteration 8: energy = 62094.885999 = 62094.885999, xb = 62093.324637, voltage energy = 62094.093712, gap = 2.3304358521636459
iteration 9: energy = 62094.241027 = 62094.241027, xb = 62093.434929, voltage energy = 62093.536462, gap = 0.9076304707050440
iteration 10: energy = 62093.867680 = 62093.867680, xb = 62093.413703, voltage energy = 62093.463000, gap = 0.5032740637034294
iteration 11: energy = 62093.665707 = 62093.665707, xb = 62093.400495, voltage energy = 62093.427328, gap = 0.2920439923909726
iteration 12: energy = 62093.546385 = 62093.546385, xb = 62093.392976, voltage energy = 62093.406549, gap = 0.1669811095416662
iteration 13: energy = 62093.450935 = 62093.450935, xb = 62093.394904, voltage energy = 62093.438128, gap = 0.0992538457212504
iteration 14: energy = 62093.418730 = 62093.418730, xb = 62093.384426, voltage energy = 62093.390506, gap = 0.0403844134052633
iteration 15: energy = 62093.403960 = 62093.403959, xb = 62093.384139, voltage energy = 62093.386878, gap = 0.0225598997785710
linesolver
iteration 1: energy = 62376.079175 = 62376.079175, xb = 62094.943595, voltage energy = 62261.150113, gap = 447.3420991189341294
iteration 2: energy = 62296.313274 = 62296.313274, xb = 62094.073006, voltage energy = 62100.619157, gap = 208.7864186093647731
iteration 3: energy = 62172.457210 = 62172.457210, xb = 62093.920424, voltage energy = 62099.049551, gap = 83.6659128093378968
iteration 4: energy = 62130.055737 = 62130.055737, xb = 62093.717345, voltage energy = 62114.522578, gap = 57.1436259783222340
iteration 5: energy = 62107.994914 = 62107.994914, xb = 62093.555177, voltage energy = 62094.781168, gap = 15.6657281155203236
iteration 6: energy = 62101.356008 = 62101.356008, xb = 62093.481313, voltage energy = 62094.181944, gap = 8.5753257187971030
iteration 7: energy = 62097.838399 = 62097.838399, xb = 62093.418161, voltage energy = 62093.782400, gap = 4.7844762444656226
