linesolver
iteration 1: energy = 4881794.282592 = 4881794.282590, xb = 524651.854708, voltage energy = 1969528.574200, gap = 5802019.1473742630332708
iteration 2: energy = 923866.653300 = 923866.653297, xb = 376226.539349, voltage energy = 424135.611445, gap = 595549.1860450837993994
iteration 3: energy = 415357.940140 = 415357.940138, xb = 392414.763700, voltage energy = 399476.905637, gap = 30005.3183755384525284
iteration 4: energy = 392753.188954 = 392753.188952, xb = 389692.172957, voltage energy = 390389.581150, gap = 3758.4241878128377721
iteration 5: energy = 389923.095883 = 389923.095881, xb = 389839.906536, voltage energy = 389903.507053, gap = 146.7898610393167473
iteration 6: energy = 389814.379570 = 389814.379568, xb = 389742.878656, voltage energy = 389681.879008, gap = 10.5012633846490644
iteration 7: energy = 389806.984091 = 389806.984089, xb = 389810.310129, voltage energy = 389814.308623, gap = 0.6724537888076156
iteration 8: energy = 389806.449145 = 389806.449142, xb = 389799.653541, voltage energy = 389792.906035, gap = 0.0480954232625663
iteration 9: energy = 389806.413660 = 389806.413656, xb = 389806.918142, voltage energy = 389807.427557, gap = 0.0049291946343146
iteration 10: energy = 389806.409868 = 389806.409860, xb = 389806.692725, voltage energy = 389806.976384, gap = 0.0007937915506773
iteration 11: energy = 389806.409375 = 389806.409361, xb = 389806.369977, voltage energy = 389806.330619, gap = 0.0000262398389168
iteration 12: energy = 389806.409355 = 389806.409339, xb = 389806.450792, voltage energy = 389806.492247, gap = 0.0000015515834093
linesolver
iteration 1: energy = 4881794.282592 = 4881794.282590, xb = 524651.854708, voltage energy = 1969528.574200, gap = 5802019.1473742630332708
iteration 2: energy = 923866.653300 = 923866.653297, xb = 376226.539349, voltage energy = 424135.611445, gap = 595549.1860450837993994
iteration 3: energy = 415357.940140 = 415357.940138, xb = 392414.763700, voltage energy = 399476.905637, gap = 30005.3183755384525284
iteration 4: energy = 392753.188954 = 392753.188952, xb = 389692.172957, voltage energy = 390389.581150, gap = 3758.4241878128377721
iteration 5: energy = 389923.095883 = 389923.095881, xb = 389839.906536, voltage energy = 389903.507053, gap = 146.7898610393167473
iteration 6: energy = 389814.379570 = 389814.379568, xb = 389742.878656, voltage energy = 389681.879008, gap = 10.5012633846490644
iteration 7: energy = 389806.984091 = 389806.984089, xb = 389810.310129, voltage energy = 389814.308623, gap = 0.6724537888076156
iteration 8: energy = 389806.449145 = 389806.449142, xb = 389799.653541, voltage energy = 389792.906035, gap = 0.0480954232625663
iteration 9: energy = 389806.413660 = 389806.413656, xb = 389806.918142, voltage energy = 389807.427557, gap = 0.0049291946343146
iteration 10: energy = 389806.409868 = 389806.409860, xb = 389806.692725, voltage energy = 389806.976384, gap = 0.0007937915506773
iteration 11: energy = 389806.409375 = 389806.409361, xb = 389806.369977, voltage energy = 389806.330619, gap = 0.0000262398389168
iteration 12: energy = 389806.409355 = 389806.409339, xb = 389806.450792, voltage energy = 389806.492247, gap = 0.0000015515834093
linesolver
iteration 1: energy = 4881794.282592 = 4881794.282590, xb = 524651.854708, voltage energy = 1969528.574200, gap = 5802019.1473742630332708
iteration 2: energy = 923866.653300 = 923866.653297, xb = 376226.539349, voltage energy = 424135.611445, gap = 595549.1860450837993994
iteration 3: energy = 415357.940140 = 415357.940138, xb = 392414.763700, voltage energy = 399476.905637, gap = 30005.3183755384525284
iteration 4: energy = 392753.188954 = 392753.188952, xb = 389692.172957, voltage energy = 390389.581150, gap = 3758.4241878128377721
iteration 5: energy = 389923.095883 = 389923.095881, xb = 389839.906536, voltage energy = 389903.507053, gap = 146.7898610393167473
iteration 6: energy = 389814.379570 = 389814.379568, xb = 389742.878656, voltage energy = 389681.879008, gap = 10.5012633846490644
iteration 7: energy = 389806.984091 = 389806.984089, xb = 389810.310129, voltage energy = 389814.308623, gap = 0.6724537888076156
iteration 8: energy = 389806.449145 = 389806.449142, xb = 389799.653541, voltage energy = 389792.906035, gap = 0.0480954232625663
iteration 9: energy = 389806.413660 = 389806.413656, xb = 389806.918142, voltage energy = 389807.427557, gap = 0.0049291946343146
iteration 10: energy = 389806.409868 = 389806.409860, xb = 389806.692725, voltage energy = 389806.976384, gap = 0.0007937915506773
iteration 11: energy = 389806.409375 = 389806.409361, xb = 389806.369977, voltage energy = 389806.330619, gap = 0.0000262398389168
iteration 12: energy = 389806.409355 = 389806.409339, xb = 389806.450792, voltage energy = 389806.492247, gap = 0.0000015515834093
linesolver
iteration 1: energy = 4881794.282592 = 4881794.282590, xb = 524651.854708, voltage energy = 1969528.574200, gap = 5802019.1473742630332708
iteration 2: energy = 923866.653300 = 923866.653297, xb = 376226.539349, voltage energy = 424135.611445, gap = 595549.1860450837993994
iteration 3: energy = 415357.940140 = 415357.940138, xb = 392414.763700, voltage energy = 399476.905637, gap = 30005.3183755384525284
iteration 4: energy = 392753.188954 = 392753.188952, xb = 389692.172957, voltage energy = 390389.581150, gap = 3758.4241878128377721
iteration 5: energy = 389923.095883 = 389923.095881, xb = 389839.906536, voltage energy = 389903.507053, gap = 146.7898610393167473
iteration 6: energy = 389814.379570 = 389814.379568, xb = 389742.878656, voltage energy = 389681.879008, gap = 10.5012633846490644
iteration 7: energy = 389806.984091 = 389806.984089, xb = 389810.310129, voltage energy = 389814.308623, gap = 0.6724537888076156
iteration 8: energy = 389806.449145 = 389806.449142, xb = 389799.653541, voltage energy = 389792.906035, gap = 0.0480954232625663
iteration 9: energy = 389806.413660 = 389806.413656, xb = 389806.918142, voltage energy = 389807.427557, gap = 0.0049291946343146
iteration 10: energy = 389806.409868 = 389806.409860, xb = 389806.692725, voltage energy = 389806.976384, gap = 0.0007937915506773
iteration 11: energy = 389806.409375 = 389806.409361, xb = 389806.369977, voltage energy = 389806.330619, gap = 0.0000262398389168
iteration 12: energy = 389806.409355 = 389806.409339, xb = 389806.450792, voltage energy = 389806.492247, gap = 0.0000015515834093
linesolver
iteration 1: energy = 4881794.282592 = 4881794.282590, xb = 524651.854708, voltage energy = 1969528.574200, gap = 5802019.1473742630332708
iteration 2: energy = 923866.653300 = 923866.653297, xb = 376226.539349, voltage energy = 424135.611445, gap = 595549.1860450837993994
iteration 3: energy = 415357.940140 = 415357.940138, xb = 392414.763700, voltage energy = 399476.905637, gap = 30005.3183755384525284
iteration 4: energy = 392753.188954 = 392753.188952, xb = 389692.172957, voltage energy = 390389.581150, gap = 3758.4241878128377721
iteration 5: energy = 389923.095883 = 389923.095881, xb = 389839.906536, voltage energy = 389903.507053, gap = 146.7898610393167473
iteration 6: energy = 389814.379570 = 389814.379568, xb = 389742.878656, voltage energy = 389681.879008, gap = 10.5012633846490644
iteration 7: energy = 389806.984091 = 389806.984089, xb = 389810.310129, voltage energy = 389814.308623, gap = 0.6724537888076156
iteration 8: energy = 389806.449145 = 389806.449142, xb = 389799.653541, voltage energy = 389792.906035, gap = 0.0480954232625663
iteration 9: energy = 389806.413660 = 389806.413656, xb = 389806.918142, voltage energy = 389807.427557, gap = 0.0049291946343146
iteration 10: energy = 389806.409868 = 389806.409860, xb = 389806.692725, voltage energy = 389806.976384, gap = 0.0007937915506773
iteration 11: energy = 389806.409375 = 389806.409361, xb = 389806.369977, voltage energy = 389806.330619, gap = 0.0000262398389168
iteration 12: energy = 389806.409355 = 389806.409339, xb = 389806.450792, voltage energy = 389806.492247, gap = 0.0000015515834093
linesolver
iteration 1: energy = 4881794.282592 = 4881794.282590, xb = 524651.854708, voltage energy = 1969528.574200, gap = 5802019.1473742630332708
iteration 2: energy = 923866.653300 = 923866.653297, xb = 376226.539349, voltage energy = 424135.611445, gap = 595549.1860450837993994
iteration 3: energy = 415357.940140 = 415357.940138, xb = 392414.763700, voltage energy = 399476.905637, gap = 30005.3183755384525284
iteration 4: energy = 392753.188954 = 392753.188952, xb = 389692.172957, voltage energy = 390389.581150, gap = 3758.4241878128377721
