linesolver
iteration 1: energy = 9755.419472 = 9755.419472, xb = 1046.299081, voltage energy = 3917.894299, gap = 11580.7156101560758543
iteration 2: energy = 1842.740621 = 1842.740621, xb = 750.246111, voltage energy = 845.207752, gap = 1187.4561509679142546
iteration 3: energy = 829.097652 = 829.097652, xb = 783.556887, voltage energy = 797.742739, gap = 59.7266175183510768
iteration 4: energy = 784.155828 = 784.155828, xb = 778.003513, voltage energy = 779.368740, gap = 7.5175417417441395
iteration 5: energy = 778.486374 = 778.486374, xb = 778.315860, voltage energy = 778.437413, gap = 0.2920666113878951
iteration 6: energy = 778.269842 = 778.269842, xb = 778.124611, voltage energy = 778.000159, gap = 0.0207798224630551
iteration 7: energy = 778.255137 = 778.255137, xb = 778.260708, voltage energy = 778.267618, gap = 0.0013386108680606
iteration 8: energy = 778.254074 = 778.254074, xb = 778.240672, voltage energy = 778.227366, gap = 0.0000956274388955
iteration 9: energy = 778.254003 = 778.254003, xb = 778.255006, voltage energy = 778.256018, gap = 0.0000097522311080
iteration 10: energy = 778.253996 = 778.253996, xb = 778.254547, voltage energy = 778.255100, gap = 0.0000015676497469
iteration 11: energy = 778.253995 = 778.253995, xb = 778.253911, voltage energy = 778.253828, gap = 0.0000000526922577
iteration 12: energy = 778.253995 = 778.253995, xb = 778.254079, voltage energy = 778.254163, gap = 0.0000000031066065
linesolver
iteration 1: energy = 9755.419472 = 9755.419472, xb = 1046.299081, voltage energy = 3917.894299, gap = 11580.7156101560758543
iteration 2: energy = 1842.740621 = 1842.740621, xb = 750.246111, voltage energy = 845.207752, gap = 1187.4561509679142546
iteration 3: energy = 829.097652 = 829.097652, xb = 783.556887, voltage energy = 797.742739, gap = 59.7266175183510768
iteration 4: energy = 784.155828 = 784.155828, xb = 778.003513, voltage energy = 779.368740, gap = 7.5175417417441395
iteration 5: energy = 778.486374 = 778.486374, xb = 778.315860, voltage energy = 778.437413, gap = 0.2920666113878951
iteration 6: energy = 778.269842 = 778.269842, xb = 778.124611, voltage energy = 778.000159, gap = 0.0207798224630551
iteration 7: energy = 778.255137 = 778.255137, xb = 778.260708, voltage energy = 778.267618, gap = 0.0013386108680606
iteration 8: energy = 778.254074 = 778.254074, xb = 778.240672, voltage energy = 778.227366, gap = 0.0000956274388955
iteration 9: energy = 778.254003 = 778.254003, xb = 778.255006, voltage energy = 778.256018, gap = 0.0000097522311080
iteration 10: energy = 778.253996 = 778.253996, xb = 778.254547, voltage energy = 778.255100, gap = 0.0000015676497469
iteration 11: energy = 778.253995 = 778.253995, xb = 778.253911, voltage energy = 778.253828, gap = 0.0000000526922577
iteration 12: energy = 778.253995 = 778.253995, xb = 778.254079, voltage energy = 778.254163, gap = 0.0000000031066065
linesolver
iteration 1: energy = 9755.419472 = 9755.419472, xb = 1046.299081, voltage energy = 3917.894299, gap = 11580.7156101560758543
iteration 2: energy = 1842.740621 = 1842.740621, xb = 750.246111, voltage energy = 845.207752, gap = 1187.4561509679142546
iteration 3: energy = 829.097652 = 829.097652, xb = 783.556887, voltage energy = 797.742739, gap = 59.7266175183510768
iteration 4: energy = 784.155828 = 784.155828, xb = 778.003513, voltage energy = 779.368740, gap = 7.5175417417441395
iteration 5: energy = 778.486374 = 778.486374, xb = 778.315860, voltage energy = 778.437413, gap = 0.2920666113878951
iteration 6: energy = 778.269842 = 778.269842, xb = 778.124611, voltage energy = 778.000159, gap = 0.0207798224630551
iteration 7: energy = 778.255137 = 778.255137, xb = 778.260708, voltage energy = 778.267618, gap = 0.0013386108680606
iteration 8: energy = 778.254074 = 778.254074, xb = 778.240672, voltage energy = 778.227366, gap = 0.0000956274388955
iteration 9: energy = 778.254003 = 778.254003, xb = 778.255006, voltage energy = 778.256018, gap = 0.0000097522311080
iteration 10: energy = 778.253996 = 778.253996, xb = 778.254547, voltage energy = 778.255100, gap = 0.0000015676497469
iteration 11: energy = 778.253995 = 778.253995, xb = 778.253911, voltage energy = 778.253828, gap = 0.0000000526922577
iteration 12: energy = 778.253995 = 778.253995, xb = 778.254079, voltage energy = 778.254163, gap = 0.0000000031066065
linesolver
iteration 1: energy = 9755.419472 = 9755.419472, xb = 1046.299081, voltage energy = 3917.894299, gap = 11580.7156101560758543
iteration 2: energy = 1842.740621 = 1842.740621, xb = 750.246111, voltage energy = 845.207752, gap = 1187.4561509679142546
iteration 3: energy = 829.097652 = 829.097652, xb = 783.556887, voltage energy = 797.742739, gap = 59.7266175183510768
iteration 4: energy = 784.155828 = 784.155828, xb = 778.003513, voltage energy = 779.368740, gap = 7.5175417417441395
iteration 5: energy = 778.486374 = 778.486374, xb = 778.315860, voltage energy = 778.437413, gap = 0.2920666113878951
iteration 6: energy = 778.269842 = 778.269842, xb = 778.124611, voltage energy = 778.000159, gap = 0.0207798224630551
iteration 7: energy = 778.255137 = 778.255137, xb = 778.260708, voltage energy = 778.267618, gap = 0.0013386108680606
iteration 8: energy = 778.254074 = 778.254074, xb = 778.240672, voltage energy = 778.227366, gap = 0.0000956274388955
iteration 9: energy = 778.254003 = 778.254003, xb = 778.255006, voltage energy = 778.256018, gap = 0.0000097522311080
iteration 10: energy = 778.253996 = 778.253996, xb = 778.254547, voltage energy = 778.255100, gap = 0.0000015676497469
iteration 11: energy = 778.253995 = 778.253995, xb = 778.253911, voltage energy = 778.253828, gap = 0.0000000526922577
iteration 12: energy = 778.253995 = 778.253995, xb = 778.254079, voltage energy = 778.254163, gap = 0.0000000031066065
linesolver
iteration 1: energy = 9755.419472 = 9755.419472, xb = 1046.299081, voltage energy = 3917.894299, gap = 11580.7156101560758543
iteration 2: energy = 1842.740621 = 1842.740621, xb = 750.246111, voltage energy = 845.207752, gap = 1187.4561509679142546
iteration 3: energy = 829.097652 = 829.097652, xb = 783.556887, voltage energy = 797.742739, gap = 59.7266175183510768
iteration 4: energy = 784.155828 = 784.155828, xb = 778.003513, voltage energy = 779.368740, gap = 7.5175417417441395
iteration 5: energy = 778.486374 = 778.486374, xb = 778.315860, voltage energy = 778.437413, gap = 0.2920666113878951
iteration 6: energy = 778.269842 = 778.269842, xb = 778.124611, voltage energy = 778.000159, gap = 0.0207798224630551
iteration 7: energy = 778.255137 = 778.255137, xb = 778.260708, voltage energy = 778.267618, gap = 0.0013386108680606
iteration 8: energy = 778.254074 = 778.254074, xb = 778.240672, voltage energy = 778.227366, gap = 0.0000956274388955
iteration 9: energy = 778.254003 = 778.254003, xb = 778.255006, voltage energy = 778.256018, gap = 0.0000097522311080
iteration 10: energy = 778.253996 = 778.253996, xb = 778.254547, voltage energy = 778.255100, gap = 0.0000015676497469
iteration 11: energy = 778.253995 = 778.253995, xb = 778.253911, voltage energy = 778.253828, gap = 0.0000000526922577
iteration 12: energy = 778.253995 = 778.253995, xb = 778.254079, voltage energy = 778.254163, gap = 0.0000000031066065
linesolver
iteration 1: energy = 9755.419472 = 9755.419472, xb = 1046.299081, voltage energy = 3917.894299, gap = 11580.7156101560758543
iteration 2: energy = 1842.740621 = 1842.740621, xb = 750.246111, voltage energy = 845.207752, gap = 1187.4561509679142546
iteration 3: energy = 829.097652 = 829.097652, xb = 783.556887, voltage energy = 797.742739, gap = 59.7266175183510768
iteration 4: energy = 784.155828 = 784.155828, xb = 778.003513, voltage energy = 779.368740, gap = 7.5175417417441395
iteration 5: energy = 778.486374 = 778.486374, xb = 778.315860, voltage energy = 778.437413, gap = 0.2920666113878951
iteration 6: energy = 778.269842 = 778.269842, xb = 778.124611, voltage energy = 778.000159, gap = 0.0207798224630551
iteration 7: energy = 778.255137 = 778.255137, xb = 778.260708, voltage energy = 778.267618, gap = 0.0013386108680606
iteration 8: energy = 778.254074 = 778.254074, xb = 778.240672, voltage energy = 778.227366, gap = 0.0000956274388955
iteration 9: energy = 778.254003 = 778.254003, xb = 778.255006, voltage energy = 778.256018, gap = 0.0000097522311080
