linesolver
iteration 1: energy = 53434434.886797 = 53434434.886784, xb = 3151071.370249, voltage energy = 24708634.277381, gap = 71840926.4236675053834915
iteration 2: energy = 7410289.968578 = 7410289.968564, xb = 2884009.366019, voltage energy = 3715241.335645, gap = 5357512.5721718464046717
iteration 3: energy = 3536249.497861 = 3536249.497847, xb = 2923789.071746, voltage energy = 2948848.471006, gap = 637519.8253617226146162
iteration 4: energy = 2975609.604157 = 2975609.604143, xb = 2952238.563066, voltage energy = 2958313.082453, gap = 29445.5604627751745284
iteration 5: energy = 2951299.186625 = 2951299.186611, xb = 2952530.710992, voltage energy = 2957867.225227, gap = 4104.9898540619760752
iteration 6: energy = 2949865.027328 = 2949865.027314, xb = 2949154.832957, voltage energy = 2948579.751784, gap = 135.1131841819733381
iteration 7: energy = 2949765.661359 = 2949765.661345, xb = 2949680.043051, voltage energy = 2949602.944474, gap = 8.5197177077643573
iteration 8: energy = 2949758.685354 = 2949758.685338, xb = 2949740.185257, voltage energy = 2949722.163411, gap = 0.4782355823554099
iteration 9: energy = 2949758.329664 = 2949758.329639, xb = 2949760.158015, voltage energy = 2949762.023236, gap = 0.0368456081487238
iteration 10: energy = 2949758.300635 = 2949758.300579, xb = 2949759.503617, voltage energy = 2949760.708537, gap = 0.0018824138678610
iteration 11: energy = 2949758.299373 = 2949758.299265, xb = 2949758.731960, voltage energy = 2949759.164778, gap = 0.0001220069825649
linesolver
iteration 1: energy = 53434434.886797 = 53434434.886784, xb = 3151071.370249, voltage energy = 24708634.277381, gap = 71840926.4236675053834915
iteration 2: energy = 7410289.968578 = 7410289.968564, xb = 2884009.366019, voltage energy = 3715241.335645, gap = 5357512.5721718464046717
iteration 3: energy = 3536249.497861 = 3536249.497847, xb = 2923789.071746, voltage energy = 2948848.471006, gap = 637519.8253617226146162
iteration 4: energy = 2975609.604157 = 2975609.604143, xb = 2952238.563066, voltage energy = 2958313.082453, gap = 29445.5604627751745284
iteration 5: energy = 2951299.186625 = 2951299.186611, xb = 2952530.710992, voltage energy = 2957867.225227, gap = 4104.9898540619760752
iteration 6: energy = 2949865.027328 = 2949865.027314, xb = 2949154.832957, voltage energy = 2948579.751784, gap = 135.1131841819733381
iteration 7: energy = 2949765.661359 = 2949765.661345, xb = 2949680.043051, voltage energy = 2949602.944474, gap = 8.5197177077643573
iteration 8: energy = 2949758.685354 = 2949758.685338, xb = 2949740.185257, voltage energy = 2949722.163411, gap = 0.4782355823554099
iteration 9: energy = 2949758.329664 = 2949758.329639, xb = 2949760.158015, voltage energy = 2949762.023236, gap = 0.0368456081487238
iteration 10: energy = 2949758.300635 = 2949758.300579, xb = 2949759.503617, voltage energy = 2949760.708537, gap = 0.0018824138678610
iteration 11: energy = 2949758.299373 = 2949758.299265, xb = 2949758.731960, voltage energy = 2949759.164778, gap = 0.0001220069825649
linesolver
iteration 1: energy = 53434434.886797 = 53434434.886784, xb = 3151071.370249, voltage energy = 24708634.277381, gap = 71840926.4236675053834915
iteration 2: energy = 7410289.968578 = 7410289.968564, xb = 2884009.366019, voltage energy = 3715241.335645, gap = 5357512.5721718464046717
iteration 3: energy = 3536249.497861 = 3536249.497847, xb = 2923789.071746, voltage energy = 2948848.471006, gap = 637519.8253617226146162
iteration 4: energy = 2975609.604157 = 2975609.604143, xb = 2952238.563066, voltage energy = 2958313.082453, gap = 29445.5604627751745284
iteration 5: energy = 2951299.186625 = 2951299.186611, xb = 2952530.710992, voltage energy = 2957867.225227, gap = 4104.9898540619760752
iteration 6: energy = 2949865.027328 = 2949865.027314, xb = 2949154.832957, voltage energy = 2948579.751784, gap = 135.1131841819733381
iteration 7: energy = 2949765.661359 = 2949765.661345, xb = 2949680.043051, voltage energy = 2949602.944474, gap = 8.5197177077643573
iteration 8: energy = 2949758.685354 = 2949758.685338, xb = 2949740.185257, voltage energy = 2949722.163411, gap = 0.4782355823554099
iteration 9: energy = 2949758.329664 = 2949758.329639, xb = 2949760.158015, voltage energy = 2949762.023236, gap = 0.0368456081487238
iteration 10: energy = 2949758.300635 = 2949758.300579, xb = 2949759.503617, voltage energy = 2949760.708537, gap = 0.0018824138678610
iteration 11: energy = 2949758.299373 = 2949758.299265, xb = 2949758.731960, voltage energy = 2949759.164778, gap = 0.0001220069825649
linesolver
iteration 1: energy = 53434434.886797 = 53434434.886784, xb = 3151071.370249, voltage energy = 24708634.277381, gap = 71840926.4236675053834915
