linesolver
iteration 1: energy = 1533.831223 = 1533.831223, xb = 248.793248, voltage energy = 477.754674, gap = 1513.9994010228606385
iteration 2: energy = 335.782306 = 335.782306, xb = 254.134946, voltage energy = 267.911071, gap = 95.4234861044781724
iteration 3: energy = 259.056305 = 259.056305, xb = 252.707030, voltage energy = 252.996418, gap = 6.6386638093229919
iteration 4: energy = 253.843274 = 253.843274, xb = 253.657065, voltage energy = 253.795528, gap = 0.3246729682682883
iteration 5: energy = 253.621840 = 253.621840, xb = 253.544211, voltage energy = 253.482788, gap = 0.0162051615785401
iteration 6: energy = 253.609397 = 253.609397, xb = 253.633424, voltage energy = 253.658460, gap = 0.0010076269300612
iteration 7: energy = 253.608644 = 253.608644, xb = 253.611223, voltage energy = 253.613878, gap = 0.0000753941974949
iteration 8: energy = 253.608587 = 253.608587, xb = 253.605212, voltage energy = 253.601847, gap = 0.0000103613338069
iteration 9: energy = 253.608583 = 253.608583, xb = 253.608716, voltage energy = 253.608851, gap = 0.0000010169742382
iteration 10: energy = 253.608583 = 253.608583, xb = 253.608595, voltage energy = 253.608607, gap = 0.0000000206467519
iteration 11: energy = 253.608583 = 253.608583, xb = 253.608586, voltage energy = 253.608589, gap = 0.0000000014488535
linesolver
iteration 1: energy = 1533.831223 = 1533.831223, xb = 248.793248, voltage energy = 477.754674, gap = 1513.9994010228606385
iteration 2: energy = 335.782306 = 335.782306, xb = 254.134946, voltage energy = 267.911071, gap = 95.4234861044781724
iteration 3: energy = 259.056305 = 259.056305, xb = 252.707030, voltage energy = 252.996418, gap = 6.6386638093229919
iteration 4: energy = 253.843274 = 253.843274, xb = 253.657065, voltage energy = 253.795528, gap = 0.3246729682682883
iteration 5: energy = 253.621840 = 253.621840, xb = 253.544211, voltage energy = 253.482788, gap = 0.0162051615785401
iteration 6: energy = 253.609397 = 253.609397, xb = 253.633424, voltage energy = 253.658460, gap = 0.0010076269300612
iteration 7: energy = 253.608644 = 253.608644, xb = 253.611223, voltage energy = 253.613878, gap = 0.0000753941974949
iteration 8: energy = 253.608587 = 253.608587, xb = 253.605212, voltage energy = 253.601847, gap = 0.0000103613338069
iteration 9: energy = 253.608583 = 253.608583, xb = 253.608716, voltage energy = 253.608851, gap = 0.0000010169742382
iteration 10: energy = 253.608583 = 253.608583, xb = 253.608595, voltage energy = 253.608607, gap = 0.0000000206467519
iteration 11: energy = 253.608583 = 253.608583, xb = 253.608586, voltage energy = 253.608589, gap = 0.0000000014488535
linesolver
iteration 1: energy = 1533.831223 = 1533.831223, xb = 248.793248, voltage energy = 477.754674, gap = 1513.9994010228606385
iteration 2: energy = 335.782306 = 335.782306, xb = 254.134946, voltage energy = 267.911071, gap = 95.4234861044781724
iteration 3: energy = 259.056305 = 259.056305, xb = 252.707030, voltage energy = 252.996418, gap = 6.6386638093229919
iteration 4: energy = 253.843274 = 253.843274, xb = 253.657065, voltage energy = 253.795528, gap = 0.3246729682682883
