linesolver
iteration 1: energy = 415123.522303 = 415123.522303, xb = 64299.742041, voltage energy = 117740.647749, gap = 404264.6859682205249555
iteration 2: energy = 110654.978002 = 110654.978002, xb = 74143.485435, voltage energy = 76996.073418, gap = 39364.0805492733925348
iteration 3: energy = 79298.147410 = 79298.147410, xb = 73527.632452, voltage energy = 73939.691587, gap = 6182.5740920743555762
iteration 4: energy = 73550.334756 = 73550.334756, xb = 73383.707662, voltage energy = 73469.936758, gap = 252.8561904714879347
iteration 5: energy = 73324.119661 = 73324.119661, xb = 73348.509922, voltage energy = 73384.735015, gap = 11.8348327560088364
iteration 6: energy = 73314.133292 = 73314.133292, xb = 73316.170915, voltage energy = 73318.987200, gap = 0.7786615432851249
iteration 7: energy = 73313.568455 = 73313.568455, xb = 73313.856664, voltage energy = 73314.199458, gap = 0.0545842014835216
iteration 8: energy = 73313.522472 = 73313.522472, xb = 73313.450720, voltage energy = 73313.382014, gap = 0.0030465180752799
iteration 9: energy = 73313.519913 = 73313.519913, xb = 73313.560426, voltage energy = 73313.601175, gap = 0.0002365895197727
iteration 10: energy = 73313.519730 = 73313.519730, xb = 73313.479446, voltage energy = 73313.439177, gap = 0.0000147299579112
linesolver
iteration 1: energy = 415123.522303 = 415123.522303, xb = 64299.742041, voltage energy = 117740.647749, gap = 404264.6859682205249555
iteration 2: energy = 110654.978002 = 110654.978002, xb = 74143.485435, voltage energy = 76996.073418, gap = 39364.0805492733925348
iteration 3: energy = 79298.147410 = 79298.147410, xb = 73527.632452, voltage energy = 73939.691587, gap = 6182.5740920743555762
iteration 4: energy = 73550.334756 = 73550.334756, xb = 73383.707662, voltage energy = 73469.936758, gap = 252.8561904714879347
iteration 5: energy = 73324.119661 = 73324.119661, xb = 73348.509922, voltage energy = 73384.735015, gap = 11.8348327560088364
iteration 6: energy = 73314.133292 = 73314.133292, xb = 73316.170915, voltage energy = 73318.987200, gap = 0.7786615432851249
iteration 7: energy = 73313.568455 = 73313.568455, xb = 73313.856664, voltage energy = 73314.199458, gap = 0.0545842014835216
iteration 8: energy = 73313.522472 = 73313.522472, xb = 73313.450720, voltage energy = 73313.382014, gap = 0.0030465180752799
iteration 9: energy = 73313.519913 = 73313.519913, xb = 73313.560426, voltage energy = 73313.601175, gap = 0.0002365895197727
