linesolver 5.867123e-06 8200000 3.030 0.770
linesolver 5.867123e-06 8200000 3.050 0.770
linesolver 5.867123e-06 8200000 3.040 0.790
linesolver 5.867123e-06 8200000 3.070 0.780
linesolver 5.867123e-06 8200000 3.060 0.730
linesolver 5.867123e-06 8200000 3.080 0.770
linesolver 5.867123e-06 8200000 3.120 0.760
linesolver 5.867123e-06 8200000 3.300 0.880
linesolver 5.867123e-06 8200000 2.880 0.650
linesolver 5.867123e-06 8200000 2.910 0.800
treesolver 5.867124e-06 8200000 4.340 0.720
treesolver 5.867124e-06 8200000 4.470 0.740
treesolver 5.867124e-06 8200000 4.910 0.760
treesolver 5.867124e-06 8200000 4.390 0.750
treesolver 5.867124e-06 8200000 4.320 0.720
treesolver 5.867124e-06 8200000 4.310 0.720
treesolver 5.867124e-06 8200000 4.320 0.710
treesolver 5.867124e-06 8200000 4.320 0.700
treesolver 5.867124e-06 8200000 4.320 0.730
treesolver 5.867124e-06 8200000 4.320 0.730
reclinesolver 7.930623e-06 7900000 3.150 0.900
reclinesolver 7.930623e-06 7900000 3.130 0.770
reclinesolver 7.930623e-06 7900000 3.130 0.750
reclinesolver 7.930623e-06 7900000 3.120 0.710
reclinesolver 7.930623e-06 7900000 3.130 0.740
reclinesolver 7.930623e-06 7900000 3.130 0.700
reclinesolver 7.930623e-06 7900000 3.130 0.770
reclinesolver 7.930623e-06 7900000 3.140 0.730
reclinesolver 7.930623e-06 7900000 3.130 0.720
reclinesolver 7.930623e-06 7900000 3.130 0.730
rectreesolver 7.930623e-06 7950000 8.360 1.040
rectreesolver 7.930623e-06 7950000 8.370 1.030
rectreesolver 7.930623e-06 7950000 8.350 0.930
rectreesolver 7.930623e-06 7950000 8.380 1.080
rectreesolver 7.930623e-06 7950000 8.350 0.970
rectreesolver 7.930623e-06 7950000 8.360 0.940
rectreesolver 7.930623e-06 7950000 8.350 1.050
rectreesolver 7.930623e-06 7950000 8.360 1.010
rectreesolver 7.930623e-06 7950000 8.360 1.010
rectreesolver 7.930623e-06 7950000 8.360 0.960
