linesolver 9.308135e-06 1800000 0.340 0.220
linesolver 9.308135e-06 1800000 0.340 0.210
linesolver 9.308135e-06 1800000 0.340 0.190
linesolver 9.308135e-06 1800000 0.340 0.230
linesolver 9.308135e-06 1800000 0.300 0.190
linesolver 9.308135e-06 1800000 0.320 0.200
linesolver 9.308135e-06 1800000 0.320 0.210
linesolver 9.308135e-06 1800000 0.320 0.190
linesolver 9.308135e-06 1800000 0.310 0.200
linesolver 9.308135e-06 1800000 0.330 0.200
treesolver 9.308135e-06 1800000 1.060 0.210
treesolver 9.308135e-06 1800000 1.040 0.190
treesolver 9.308135e-06 1800000 1.050 0.180
treesolver 9.308135e-06 1800000 1.040 0.190
treesolver 9.308135e-06 1800000 1.040 0.190
treesolver 9.308135e-06 1800000 1.040 0.190
treesolver 9.308135e-06 1800000 1.040 0.180
treesolver 9.308135e-06 1800000 1.040 0.190
treesolver 9.308135e-06 1800000 1.060 0.190
treesolver 9.308135e-06 1800000 1.040 0.180
reclinesolver 9.308137e-06 1750000 0.730 0.250
reclinesolver 9.308137e-06 1750000 0.730 0.190
reclinesolver 9.308137e-06 1750000 0.730 0.160
reclinesolver 9.308137e-06 1750000 0.730 0.210
reclinesolver 9.308137e-06 1750000 0.730 0.140
reclinesolver 9.308137e-06 1750000 0.730 0.150
reclinesolver 9.308137e-06 1750000 0.730 0.230
reclinesolver 9.308137e-06 1750000 0.730 0.180
reclinesolver 9.308137e-06 1750000 0.730 0.200
reclinesolver 9.308137e-06 1750000 0.820 0.230
rectreesolver 9.308139e-06 1800000 2.380 0.280
rectreesolver 9.308139e-06 1800000 2.450 0.290
rectreesolver 9.308139e-06 1800000 2.410 0.270
rectreesolver 9.308139e-06 1800000 2.360 0.300
rectreesolver 9.308139e-06 1800000 2.350 0.290
rectreesolver 9.308139e-06 1800000 2.340 0.280
rectreesolver 9.308139e-06 1800000 2.330 0.280
rectreesolver 9.308139e-06 1800000 2.340 0.270
rectreesolver 9.308139e-06 1800000 2.330 0.270
rectreesolver 9.308139e-06 1800000 2.480 0.320
