linesolver
iteration 1: energy = 17230.650702 = 17230.650702, xb = 16759.860072, voltage energy = 17269.408005, gap = 980.3385626612798660
iteration 2: energy = 16683.769921 = 16683.769921, xb = 16667.349532, voltage energy = 16679.439381, gap = 28.5102376145805465
iteration 3: energy = 16667.220108 = 16667.220108, xb = 16666.666456, voltage energy = 16666.949539, gap = 0.8367335490002006
iteration 4: energy = 16666.732728 = 16666.732728, xb = 16666.602578, voltage energy = 16666.496094, gap = 0.0236648794998473
iteration 5: energy = 16666.718545 = 16666.718545, xb = 16666.712442, voltage energy = 16666.706840, gap = 0.0005008098305552
iteration 6: energy = 16666.718242 = 16666.718242, xb = 16666.717970, voltage energy = 16666.717712, gap = 0.0000137822607940
iteration 7: energy = 16666.718234 = 16666.718234, xb = 16666.718439, voltage energy = 16666.718645, gap = 0.0000002640772436
iteration 8: energy = 16666.718234 = 16666.718234, xb = 16666.718102, voltage energy = 16666.717970, gap = 0.0000000221407390
iteration 9: energy = 16666.718234 = 16666.718234, xb = 16666.718231, voltage energy = 16666.718229, gap = 0.0000000071195245
linesolver
iteration 1: energy = 17230.650702 = 17230.650702, xb = 16759.860072, voltage energy = 17269.408005, gap = 980.3385626612798660
iteration 2: energy = 16683.769921 = 16683.769921, xb = 16667.349532, voltage energy = 16679.439381, gap = 28.5102376145805465
iteration 3: energy = 16667.220108 = 16667.220108, xb = 16666.666456, voltage energy = 16666.949539, gap = 0.8367335490002006
iteration 4: energy = 16666.732728 = 16666.732728, xb = 16666.602578, voltage energy = 16666.496094, gap = 0.0236648794998473
iteration 5: energy = 16666.718545 = 16666.718545, xb = 16666.712442, voltage energy = 16666.706840, gap = 0.0005008098305552
iteration 6: energy = 16666.718242 = 16666.718242, xb = 16666.717970, voltage energy = 16666.717712, gap = 0.0000137822607940
iteration 7: energy = 16666.718234 = 16666.718234, xb = 16666.718439, voltage energy = 16666.718645, gap = 0.0000002640772436
iteration 8: energy = 16666.718234 = 16666.718234, xb = 16666.718102, voltage energy = 16666.717970, gap = 0.0000000221407390
iteration 9: energy = 16666.718234 = 16666.718234, xb = 16666.718231, voltage energy = 16666.718229, gap = 0.0000000071195245
linesolver
iteration 1: energy = 17230.650702 = 17230.650702, xb = 16759.860072, voltage energy = 17269.408005, gap = 980.3385626612798660
iteration 2: energy = 16683.769921 = 16683.769921, xb = 16667.349532, voltage energy = 16679.439381, gap = 28.5102376145805465
iteration 3: energy = 16667.220108 = 16667.220108, xb = 16666.666456, voltage energy = 16666.949539, gap = 0.8367335490002006
iteration 4: energy = 16666.732728 = 16666.732728, xb = 16666.602578, voltage energy = 16666.496094, gap = 0.0236648794998473
iteration 5: energy = 16666.718545 = 16666.718545, xb = 16666.712442, voltage energy = 16666.706840, gap = 0.0005008098305552
iteration 6: energy = 16666.718242 = 16666.718242, xb = 16666.717970, voltage energy = 16666.717712, gap = 0.0000137822607940
iteration 7: energy = 16666.718234 = 16666.718234, xb = 16666.718439, voltage energy = 16666.718645, gap = 0.0000002640772436
iteration 8: energy = 16666.718234 = 16666.718234, xb = 16666.718102, voltage energy = 16666.717970, gap = 0.0000000221407390
iteration 9: energy = 16666.718234 = 16666.718234, xb = 16666.718231, voltage energy = 16666.718229, gap = 0.0000000071195245
linesolver
