linesolver
iteration 1: energy = 4545.474843 = 4545.474843, xb = 54.832675, voltage energy = 359.327474, gap = 4795.1369676272515790
iteration 2: energy = 979.793904 = 979.793904, xb = 55.743665, voltage energy = 1039.695142, gap = 1908.0017153035751107
iteration 3: energy = 347.608338 = 347.608338, xb = 59.825888, voltage energy = 93.453167, gap = 321.4097280980599294
iteration 4: energy = 116.822635 = 116.822635, xb = 60.037229, voltage energy = 65.535333, gap = 62.2835108294491562
iteration 5: energy = 75.078442 = 75.078442, xb = 60.838774, voltage energy = 61.467777, gap = 14.8686712367375833
iteration 6: energy = 64.731612 = 64.731612, xb = 61.160353, voltage energy = 60.688584, gap = 3.0994890751708368
iteration 7: energy = 62.722440 = 62.722440, xb = 61.754734, voltage energy = 61.512499, gap = 0.7254717637663077
iteration 8: energy = 62.256558 = 62.256558, xb = 62.336842, voltage energy = 62.592384, gap = 0.1752577990814146
iteration 9: energy = 62.161543 = 62.161543, xb = 62.079726, voltage energy = 62.033465, gap = 0.0355557445192431
iteration 10: energy = 62.140678 = 62.140678, xb = 62.122684, voltage energy = 62.113069, gap = 0.0083785915992536
iteration 11: energy = 62.135619 = 62.135619, xb = 62.129955, voltage energy = 62.127098, gap = 0.0028053060014486
iteration 12: energy = 62.134135 = 62.134135, xb = 62.126238, voltage energy = 62.118908, gap = 0.0005664731611503
iteration 13: energy = 62.133862 = 62.133862, xb = 62.136444, voltage energy = 62.139140, gap = 0.0001156036754679
iteration 14: energy = 62.133794 = 62.133794, xb = 62.137489, voltage energy = 62.141215, gap = 0.0000311752172735
iteration 15: energy = 62.133775 = 62.133775, xb = 62.132180, voltage energy = 62.130592, gap = 0.0000064366113577
iteration 16: energy = 62.133771 = 62.133771, xb = 62.134087, voltage energy = 62.134404, gap = 0.0000017621080772
iteration 17: energy = 62.133770 = 62.133770, xb = 62.133674, voltage energy = 62.133577, gap = 0.0000003659256009
iteration 18: energy = 62.133770 = 62.133770, xb = 62.133894, voltage energy = 62.134017, gap = 0.0000000752753735
iteration 19: energy = 62.133770 = 62.133770, xb = 62.133768, voltage energy = 62.133765, gap = 0.0000000184903328
iteration 20: energy = 62.133770 = 62.133770, xb = 62.133825, voltage energy = 62.133880, gap = 0.0000000044520476
linesolver
iteration 1: energy = 4545.474843 = 4545.474843, xb = 54.832675, voltage energy = 359.327474, gap = 4795.1369676272515790
iteration 2: energy = 979.793904 = 979.793904, xb = 55.743665, voltage energy = 1039.695142, gap = 1908.0017153035751107
iteration 3: energy = 347.608338 = 347.608338, xb = 59.825888, voltage energy = 93.453167, gap = 321.4097280980599294
iteration 4: energy = 116.822635 = 116.822635, xb = 60.037229, voltage energy = 65.535333, gap = 62.2835108294491562
iteration 5: energy = 75.078442 = 75.078442, xb = 60.838774, voltage energy = 61.467777, gap = 14.8686712367375833
iteration 6: energy = 64.731612 = 64.731612, xb = 61.160353, voltage energy = 60.688584, gap = 3.0994890751708368
iteration 7: energy = 62.722440 = 62.722440, xb = 61.754734, voltage energy = 61.512499, gap = 0.7254717637663077
iteration 8: energy = 62.256558 = 62.256558, xb = 62.336842, voltage energy = 62.592384, gap = 0.1752577990814146
iteration 9: energy = 62.161543 = 62.161543, xb = 62.079726, voltage energy = 62.033465, gap = 0.0355557445192431
iteration 10: energy = 62.140678 = 62.140678, xb = 62.122684, voltage energy = 62.113069, gap = 0.0083785915992536
iteration 11: energy = 62.135619 = 62.135619, xb = 62.129955, voltage energy = 62.127098, gap = 0.0028053060014486
iteration 12: energy = 62.134135 = 62.134135, xb = 62.126238, voltage energy = 62.118908, gap = 0.0005664731611503
iteration 13: energy = 62.133862 = 62.133862, xb = 62.136444, voltage energy = 62.139140, gap = 0.0001156036754679
iteration 14: energy = 62.133794 = 62.133794, xb = 62.137489, voltage energy = 62.141215, gap = 0.0000311752172735
iteration 15: energy = 62.133775 = 62.133775, xb = 62.132180, voltage energy = 62.130592, gap = 0.0000064366113577
iteration 16: energy = 62.133771 = 62.133771, xb = 62.134087, voltage energy = 62.134404, gap = 0.0000017621080772
iteration 17: energy = 62.133770 = 62.133770, xb = 62.133674, voltage energy = 62.133577, gap = 0.0000003659256009
iteration 18: energy = 62.133770 = 62.133770, xb = 62.133894, voltage energy = 62.134017, gap = 0.0000000752753735
iteration 19: energy = 62.133770 = 62.133770, xb = 62.133768, voltage energy = 62.133765, gap = 0.0000000184903328
iteration 20: energy = 62.133770 = 62.133770, xb = 62.133825, voltage energy = 62.133880, gap = 0.0000000044520476
linesolver
