linesolver 4.996062e-06 6000000 2.430 0.650
linesolver 4.996062e-06 6000000 2.430 0.650
linesolver 4.996062e-06 6000000 2.410 0.660
linesolver 4.996062e-06 6000000 2.410 0.670
linesolver 4.996062e-06 6000000 2.410 0.620
linesolver 4.996062e-06 6000000 2.410 0.670
linesolver 4.996062e-06 6000000 2.410 0.660
linesolver 4.996062e-06 6000000 2.420 0.640
linesolver 4.996062e-06 6000000 2.410 0.650
linesolver 4.996062e-06 6000000 2.410 0.650
treesolver 4.996062e-06 6000000 3.750 0.600
treesolver 4.996062e-06 6000000 3.750 0.600
treesolver 4.996062e-06 6000000 3.760 0.710
treesolver 4.996062e-06 6000000 3.740 0.660
treesolver 4.996062e-06 6000000 3.750 0.600
treesolver 4.996062e-06 6000000 3.750 0.710
treesolver 4.996062e-06 6000000 3.760 0.610
treesolver 4.996062e-06 6000000 3.760 0.610
treesolver 4.996062e-06 6000000 3.790 0.630
treesolver 4.996062e-06 6000000 3.770 0.600
reclinesolver 6.629763e-06 5400000 2.510 0.600
reclinesolver 6.629763e-06 5400000 2.710 0.650
reclinesolver 6.629763e-06 5400000 2.820 0.680
reclinesolver 6.629763e-06 5400000 2.590 0.690
reclinesolver 6.629763e-06 5400000 2.610 0.610
reclinesolver 6.629763e-06 5400000 2.510 0.600
reclinesolver 6.629763e-06 5400000 2.510 0.610
reclinesolver 6.629763e-06 5400000 2.520 0.600
reclinesolver 6.629763e-06 5400000 2.510 0.620
reclinesolver 6.629763e-06 5400000 2.520 0.610
rectreesolver 6.629763e-06 5500000 8.730 0.910
rectreesolver 6.629763e-06 5500000 8.740 0.940
rectreesolver 6.629763e-06 5500000 8.720 0.930
rectreesolver 6.629763e-06 5500000 8.730 0.920
rectreesolver 6.629763e-06 5500000 8.730 0.920
rectreesolver 6.629763e-06 5500000 8.730 0.930
rectreesolver 6.629763e-06 5500000 8.740 0.960
rectreesolver 6.629763e-06 5500000 8.720 0.900
rectreesolver 6.629763e-06 5500000 8.720 0.910
rectreesolver 6.629763e-06 5500000 8.730 0.930
